"local","salary","department","tools","else_need","url"
"台北市中山區","待遇面議"," 資訊工程相關、其他數學及電算機科學相關、資訊管理相關 ","Linux、Git、PHP、Python、MySQL、JavaScript、jQuery贊助提升專業能力"," 基礎需求:
1.伺服器網站管理維護
2.資訊設備環境設定
3.系統維護操作
4.軟體工程系統開發
5.軟體程式設計

加分條件:
1.熟悉 Docker、kubernetes
2.熟悉 資料庫優化相關知識
3.熟悉 Socket Programming
4.熟悉 RWD Frameworks和Mobile Web,處理過不同瀏覽器的相容經驗
5.有使用JavaScript 開發框架經驗
6.有作品者佳 ","https://www.104.com.tw/job/7a14q?jobsource=jolist_b_relevance"
"台中市西屯區","月薪30,000~70,000元"," 資訊管理相關、資訊工程相關 ","Linux、Python贊助提升專業能力"," 薪資會依學經歷背景及相關工作經驗核薪 ","https://www.104.com.tw/job/7ahiu?jobsource=jolist_b_relevance"
"高雄市苓雅區","月薪40,000~80,000元"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/64v54?jobsource=jolist_b_relevance"
"台北市中山區","待遇面議"," 不拘 ","Linux、Git、PHP、MySQL贊助提升專業能力"," 1. Docker 相關經驗
2. AWS、CICD 等使用經驗 ","https://www.104.com.tw/job/6ts5g?jobsource=jolist_b_relevance"
"台北市中正區","待遇面議"," 不拘 ","Go、MySQL贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/6ib0r?jobsource=jolist_b_relevance"
"台中市西屯區","待遇面議"," 不拘 "," 不拘 "," 備註
年薪十四個月。 ","https://www.104.com.tw/job/75oc5?jobsource=jolist_b_relevance"
"台北市內湖區","月薪32,000~55,000元"," 不拘 ","C#、PHP、Python、Unity3D贊助提升專業能力"," 1.負責，注重團隊精神，邏輯清晰，抗壓性高，能獨立思考
2.資工／電機／資管 等相關科系畢業者佳
3.熟悉C#, 有Unity3D遊戲作品者佳
4.懂 Html5/Asp.Net C#/JavaScrip 網頁程式設計者佳
5.懂 websocket/socket 者佳 ","https://www.104.com.tw/job/78h6s?jobsource=jolist_b_relevance"
"台北市信義區","月薪45,000~90,000元"," 不拘 ","ASP.NET、PHP、Python、JavaScript、CSS、Node.js贊助提升專業能力"," 【加分條件】
1. 曾有金流串接經驗
2. 接觸過大流量系統開發
3. 有些許前端概念為佳 (CSS, Javascript)

【其他】
- 對APP產業充滿熱情，並願意精進自己的技術
- 喜歡團隊合作，互相討論與分享知識與經驗，喜歡學習新知識。 ","https://www.104.com.tw/job/79xo0?jobsource=jolist_b_relevance"
"台北市中山區","待遇面議"," 不拘 "," 不拘 "," 備註
年薪十四個月。 ","https://www.104.com.tw/job/79x3f?jobsource=jolist_b_relevance"
"台北市中山區","月薪40,000~60,000元"," 資訊工程相關、資訊管理相關 ","Linux、PHP、PL/SQL、HTML、JavaScript、CSS贊助提升專業能力"," 加分條件（ 以下並非必須，只要你有熱枕，願意求新，都可加入我們！）
- 具有 Magento CE 1.x ~ 2.x 開發經驗
- 具有 GIT版本控管及工具操作經驗
- 具有 GCP、AWS 雲端技術應用經驗
- 具有 GTM部署經驗(e.g. Sales Tracking implementation)
- 任何購物車Open Source 開發經驗 (e.g. OpenCart, Prestashop, Magento, Woocommerce )
- 任何PHP Framework 開發經驗 (e.g. Laravel5.x - 7.x) ","https://www.104.com.tw/job/5gztj?jobsource=jolist_b_relevance"
"新北市土城區","待遇面議"," 不拘 ","Linux、Java贊助提升專業能力"," ‧1+ years of experience in coding with Java (Spring boot is preferred) .
‧1+ years of experience in RDBMS or NoSQL (MongoDB is preferred)
‧Familiarity with Linux based operating systems.
‧Experience in source control system (git)
‧Knowledge and experience of RESTful API design
‧Ability to collaborate, always be learning and seeking improvement
‧B.S or M.S. degree in computer science or a related field.

Preferred Qualifications
‧Experience with cloud service providers (AWS, Alibaba…).
‧Experience in CI/CD pipeline.
‧Knowledge of networking and computer resource management.
 ","https://www.104.com.tw/job/78761?jobsource=jolist_b_relevance"
"台北市內湖區","月薪60,000元以上"," 不拘 ","C、C++、Java、Python、Ruby贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/7aecq?jobsource=jolist_b_relevance"
"台中市南區","月薪25,000~45,000元"," 不拘 ","PHP、MySQL、JavaScript、jQuery贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/5mmlq?jobsource=jolist_b_relevance"
"台北市信義區","月薪45,000~120,000元"," 資訊工程相關、其他數學及電算機科學相關 ","Linux、Github、Python、MySQL、HTML贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/6qafx?jobsource=jolist_b_relevance"
"高雄市左營區","月薪28,000元以上"," 資訊工程相關、資訊管理相關 ","PHP、MySQL、HTML、JavaScript、jQuery、CSS贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/7aii7?jobsource=jolist_b_relevance"
"台中市西屯區","月薪35,000~70,000元"," 不拘 ","C#贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/753cw?jobsource=jolist_b_relevance"
"台北市松山區","月薪38,000~70,000元"," 不拘 ","Git、ASP.NET、C#、MySQL贊助提升專業能力"," 【必要條件】
●1年以上後端程式開發經驗
●具備系統除錯能力
●熟悉 PHP Laravel 開發後端 API
●熟悉 SQL 語法和 MySQL 資料庫設計經驗
●重視團隊合作
●獨立作業

【加分】
●有使用過雲端平台的經驗 (GCP / AWS)
●有使用過 Docker or any container 相關的技術經驗
●具有 Linux 指令操作經驗
●熟悉 Gitflow ","https://www.104.com.tw/job/75nk7?jobsource=jolist_b_relevance"
"台中市南屯區","月薪45,000元以上"," 不拘 ","C++、Java、PHP、Python、JavaScript、CSS贊助提升專業能力"," ★本公司聘任之正職人員得享有以下福利
【獎金】不怕員工拿，等你來挑戰。
■ 月獎金、季獎金、組長獎金
■ 年終獎金
■ 證照考取獎金
【福利】有更好的福利，歡迎加入提出。
■ 婚喪喜慶、生育、傷病、急難救助等。
■ 定期員工聚餐、員工出遊、慶生會
■ 端午節、中秋節禮金、禮品
■ 咖啡無限暢飲、餅乾零食
■ 員工團體保險
【教育訓練機制】
■ 員工進修教育獎勵補助。
■ 新人訓練：協助新人瞭解公司、瞭解工作進入狀況。
■ 職能訓練：引導同仁學習工作相關知識與技能，發展職涯學習藍圖。
【休假】
■ 周休二日 ","https://www.104.com.tw/job/75qz7?jobsource=jolist_b_relevance"
"台中市南屯區","待遇面議"," 不拘 "," 不拘 "," 1.熟悉HTTP、WebSocket、TCP/IP網路運作以及協定資料流程的封包與解包。
2.熟悉任一物件導向程式語言(Java,Dot.net,C++ 等... 以Golang為佳)。
3.具備多執行緒開發經驗 。
4.熟悉資料結構演算法，具備物件導向等基礎程式能力 。

【綜合加分】
1. 曾使用Golang進行開發。
2. 熟悉 RDBMS/NoSQL ","https://www.104.com.tw/job/79gm6?jobsource=jolist_b_relevance"
"台北市信義區","待遇面議"," 不拘 ","Linux、OOP、PHP、Python、Database Management、MySQL、RDBMS、HTML、Node.js、Google Data Studio贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/77lfq?jobsource=jolist_b_relevance"
"台北市內湖區","月薪30,000~60,000元"," 不拘 "," 不拘 "," 1.有Node.js、PHP開發經驗 
2.具有API開發經驗， 串接過Restful
3.使用過RMDB與NOSQL
4.會使用git版本控制
5.有IoT, MQTT開發經驗加分
6.有軟體專案管理經驗加分
7. 有Golang開發經驗尤佳
* 應徵者請附上作品連結面談時討論
* 面試與上班地點：內湖 ","https://www.104.com.tw/job/6swra?jobsource=jolist_b_relevance"
"台中市南屯區","月薪32,000~40,000元"," 不拘 ","Java、Spring、MS SQL、MySQL、HTML、JavaScript、XML Web services、jQuery、Angular贊助提升專業能力"," 請準備履歷、作品檔案、作品網址等文件資訊 ","https://www.104.com.tw/job/70m2j?jobsource=jolist_b_relevance"
"台南市新營區","月薪28,000~50,000元"," 不拘 "," 不拘 "," 1. 具備物件導向或 design pattern觀念
2. 具備分散式系統架構設計與開發等實務經驗
3. 理解常用緩存知識以及應用如redis
4. 熟悉 Kafka 等常見 message queue
5. 熟悉 Linux 基本操作者
6. 具備1年以上Java開發經驗者佳 ","https://www.104.com.tw/job/6u12d?jobsource=jolist_b_relevance"
